emotion,content
amazed,It's a Freudian slip isn't it really?
amazed,They should not stand on ceremony and overtly assert their authority.
sad,"Derry's achilles heel so far in the current campaign has been a lacklustre, inconstant midfield."
neutral,I managed to get a spot with my back to the wall.
neutral,"While at Bradford in 1911, Mr. Spencer had been a pioneer with trolleybus development and with his permission, the Associated Equipment Company (another UndergrounD Group subsidiary), demonstrated a single deck trolleybus of quite modern appearance for the time, somewhere on the South Metropolitan system during 1922, presumably with one trolley on the wire and towing a ball and chain"
angry,The blasted thing's on the blink again.
neutral,"But you can't have missed this can of worms, even from a foot deep of sand."
neutral,There is a crystal clear Catch 22 situation here.
neutral,"Great, round clouds rolled slowly across the sky like whales and a chill wind slapped their faces as they clattered along the pavement to Angelo's Cafe."
neutral,"Matters did not, however, come to a head until the war had ended."
angry,Angry Fry vowed to take Barnet to an industrial tribunal for unfair dismissal -- promising that the story of his stormy relationship with Flashman would' all come out in the wash.
happy,But Ms McIlroy grasped the nub and crux of the matter.
sad,When Matt married Inez I was left high and dry.
neutral,"For rock climbers abseiling is often seen as a necessary evil, only because belays are often flimsy and safety ropes never used."
sad,Tim and I are just simply out of sync at the moment.
neutral,As Chief Whip he has managed to paper over the cracks in the back benches and maintain a united front behind the Prime Minister.
sad,I'm the tar baby.
neutral,Referring back to that list of priorities led me to address this thorny issue once more.
neutral,Other UN agencies started to throw money at the problems of the territories.
neutral,It does not include casual payments given as a present or to help to tide over temporary difficulties.
sad,You're in a tight spot.
neutral,"However, the hydra's material manifestation was only the tip of the iceberg."
neutral,Mr Kravchuk and his government face an uphill battle to push the arms treaties through parliament.
happy,Everything had gone without a hitch.
neutral,A calculated risk.
amazed,"Bit of a close shave, that."
neutral,"Cry Wolf situation?, asked Bunker after a long pause."
neutral,"Black clouds were rolling up over the forest to his right, which now looked hostile, as though it were waiting for him to make a false move; to tall perhaps, so that it could advance and swallow him, like a wild animal."
neutral,"At 5 6 and 9 stone, Hanif was the slightest of all postwar Test leaders, beating Hassett by a hair 's breadth."
neutral,It wont become a no go area and the youths involved know it.
amazed,Safety in numbers was an illusion.
neutral,"I didn't so much take cover in the underbrush, I collided with it."
sad,Or you can do absolutely nothing but lie in the sun in the garden and tan.
neutral,See when I go down to John's now I'm out like a light there.
neutral,"If, however, there is a constant flow of parasites from an infected sleeping partner, say, then previous sensitization will be unable to prevent further infection."
neutral,"Then back to square one, right?"
neutral,Well there's a shirt and tie in the bag in Lee's bedroom.
happy,"Evans made the saving tackle, just as he did when Tony Stanger, having barn-stormed out of Wayne Proctor's tackle, threatened to bring the house down in a move created by Craig Chalmers' adroit collection of Mike Rayer's kick, the irrepressible Armstrong arcing out of harm's way on a touchline blast and the thumping support of Cronin and Kenny Milne (one tighthead to the good)."
sad,One of Britain's biggest service companies has come to grief with disastrous figures and a crash in its shares.
neutral,One of Ken's aunts had come up in the world and arrived at the cemetery wearing a fur coat which was donned purely and simply
sad,Male speaker It's heartbreaking to see your ducks dead in the water.
sad,The rest was all downhill.
neutral,"However, even if you draw a blank, it is always worth checking to see whether or not you can influence the external event that starts the sequence, so either while you are being hindered by an unproductive feeling or after an experience where you were hindered"
angry,"Who's going to look after them when they fall flat on their face and come whining, that's what I want to know?"
sad,"Its own nature, the fall from grace, the eating of the fruit of the knowledge of good and evil?"
neutral,Voice over Despite missing 7 first team regulars Gloucester got off to a flying start.
neutral,Both love algae and probably browse it away before it can get a foothold.
neutral,"The new front runner is New Zealand, co-hosts of the inaugural 1987 World Cup."
happy,hey haven't achieved such a swing since its landslide victory in 1945.
neutral,Make the cut through the floorboard as near as possible to the middle of a joist.
neutral,Achieving a standstill is vital for Heron if it is to make headway in rescheduling its debt.
happy,"Happily, the faux-pas hasn't stopped Dino continuing to make inroads into the Irish record market"
neutral,What the charity groups think of him is hardly going to make or break him in the operatic world.
neutral,I think a lot of readers will recognise your Murphy 's Law Jean and may even have another name for it.
